subtipo_hecho,latitud,longitud,peso
HURTO,-9.08,-78.59,55
HURTO,-9.08,-78.58,13
HURTO,-9.08,-78.57,10
HURTO,-9.08,-78.56,2
HURTO,-9.08,-77.28,1
HURTO,-9.08,-76.06,2
HURTO,-9.07,-78.6,17
HURTO,-9.07,-78.59,51
HURTO,-9.07,-78.58,3
HURTO,-9.07,-78.57,2
HURTO,-9.07,-76.96,1
HURTO,-9.06,-78.59,3
HURTO,-9.06,-77.97,1
HURTO,-9.06,-77.82,1
HURTO,-9.06,-77.81,1
HURTO,-9.06,-77.8,1
HURTO,-9.06,-77.79,1
HURTO,-9.06,-76.87,1
HURTO,-9.05,-78.58,4
HURTO,-9.05,-77.82,1
HURTO,-9.05,-77.81,48
HURTO,-9.05,-77.8,6
HURTO,-9.05,-75.58,1
HURTO,-9.05,-75.53,1
HURTO,-9.05,-75.52,2
HURTO,-9.04,-78.61,1
HURTO,-9.04,-77.83,1
HURTO,-9.04,-77.82,6
HURTO,-9.04,-77.81,8
HURTO,-9.04,-77.79,79
HURTO,-9.04,-75.52,2
HURTO,-9.04,-75.51,12
HURTO,-9.03,-78.62,4
HURTO,-9.03,-77.88,1
HURTO,-9.03,-77.83,1
HURTO,-9.03,-77.82,1
HURTO,-9.03,-77.81,1
HURTO,-9.03,-77.49,3
HURTO,-9.03,-76.96,1
HURTO,-9.02,-78.62,35
HURTO,-9.02,-78.61,9
HURTO,-9.02,-78.07,7
HURTO,-9.02,-77.86,1
HURTO,-9.02,-77.82,1
HURTO,-9.01,-78.62,1
HURTO,-9.01,-78.56,1
HURTO,-9.01,-78.14,2
HURTO,-9.01,-77.82,1
HURTO,-9.01,-77.79,1
HURTO,-9.01,-74.7,6
HURTO,-9.0,-78.62,1
HURTO,-8.99,-78.65,2
HURTO,-8.99,-78.62,4
HURTO,-8.99,-78.61,32
HURTO,-8.99,-77.82,1
HURTO,-8.99,-73.65,1
HURTO,-8.98,-78.62,2
HURTO,-8.98,-78.61,3
HURTO,-8.98,-78.6,1
HURTO,-8.98,-78.06,1
HURTO,-8.97,-78.62,2
HURTO,-8.97,-77.87,1
HURTO,-8.97,-77.5,2
HURTO,-8.96,-78.63,2
HURTO,-8.96,-78.61,1
HURTO,-8.96,-77.89,1
HURTO,-8.96,-77.84,1
HURTO,-8.96,-73.69,2
HURTO,-8.95,-78.62,23
HURTO,-8.94,-76.12,1
HURTO,-8.94,-76.11,2
HURTO,-8.94,-76.09,1
HURTO,-8.94,-75.29,1
HURTO,-8.93,-78.58,685
HURTO,-8.93,-78.14,1
HURTO,-8.93,-77.8,3
HURTO,-8.93,-77.39,1
HURTO,-8.93,-76.18,48
HURTO,-8.93,-76.12,3
HURTO,-8.93,-76.11,8
HURTO,-8.93,-76.1,2
HURTO,-8.9,-77.37,1
HURTO,-8.9,-77.35,1
HURTO,-8.89,-78.56,3
HURTO,-8.89,-77.89,3
HURTO,-8.89,-77.47,1
HURTO,-8.87,-77.91,1
HURTO,-8.87,-77.42,1
HURTO,-8.87,-77.36,1
HURTO,-8.86,-77.35,4
HURTO,-8.85,-77.95,1
HURTO,-8.85,-77.39,1
HURTO,-8.85,-77.37,1
HURTO,-8.85,-75.01,8
HURTO,-8.84,-77.95,1
HURTO,-8.84,-75.05,1
HURTO,-8.83,-78.66,1
HURTO,-8.83,-76.27,1
HURTO,-8.83,-75.22,2
HURTO,-8.82,-77.86,1
HURTO,-8.81,-77.49,1
HURTO,-8.81,-77.45,1
HURTO,-8.8,-78.65,1
HURTO,-8.8,-78.55,1
HURTO,-8.79,-77.92,2
HURTO,-8.79,-77.91,1
HURTO,-8.79,-77.51,25
HURTO,-8.77,-78.09,1
HURTO,-8.77,-75.81,11
HURTO,-8.77,-74.62,5
HURTO,-8.76,-75.29,6
HURTO,-8.75,-78.63,2
HURTO,-8.75,-76.26,1
HURTO,-8.74,-78.63,1
HURTO,-8.73,-78.64,1
HURTO,-8.71,-78.64,1
HURTO,-8.71,-76.29,1
HURTO,-8.7,-77.34,1
HURTO,-8.68,-77.91,2
HURTO,-8.68,-77.89,1
HURTO,-8.67,-78.62,1
HURTO,-8.67,-78.23,1
HURTO,-8.67,-75.01,11
HURTO,-8.65,-78.62,2
HURTO,-8.65,-77.9,1
HURTO,-8.65,-75.04,1
HURTO,-8.64,-77.2,4
HURTO,-8.64,-74.96,2
HURTO,-8.64,-74.95,1
HURTO,-8.64,-74.93,1
HURTO,-8.62,-77.86,1
HURTO,-8.62,-74.97,15
HURTO,-8.61,-74.94,1
HURTO,-8.61,-74.93,1
HURTO,-8.61,-74.31,1
HURTO,-8.6,-78.05,1
HURTO,-8.6,-74.93,1
HURTO,-8.59,-78.67,1
HURTO,-8.58,-78.57,5
HURTO,-8.58,-77.77,2
HURTO,-8.58,-74.91,1
HURTO,-8.56,-78.71,62
HURTO,-8.56,-77.63,5
HURTO,-8.56,-77.62,2
HURTO,-8.55,-78.67,1
HURTO,-8.55,-78.64,1
HURTO,-8.55,-77.93,1
HURTO,-8.55,-77.64,1
HURTO,-8.55,-77.63,2
HURTO,-8.54,-78.68,6
HURTO,-8.54,-77.62,7
HURTO,-8.53,-78.68,1
HURTO,-8.53,-76.39,5
HURTO,-8.52,-78.66,1
HURTO,-8.52,-74.86,2
HURTO,-8.52,-74.81,2
HURTO,-8.51,-78.68,1
HURTO,-8.51,-77.53,1
HURTO,-8.51,-74.85,2
HURTO,-8.5,-78.69,1
HURTO,-8.5,-75.08,1
HURTO,-8.5,-74.84,1
HURTO,-8.49,-78.61,1
HURTO,-8.49,-76.39,2
HURTO,-8.49,-76.38,1
HURTO,-8.49,-74.81,2
HURTO,-8.48,-78.58,1
HURTO,-8.48,-74.81,23
HURTO,-8.48,-74.8,11
HURTO,-8.47,-78.04,2
HURTO,-8.47,-76.46,1
HURTO,-8.47,-74.81,20
HURTO,-8.47,-74.8,3
HURTO,-8.47,-74.79,2
HURTO,-8.46,-76.47,10
HURTO,-8.46,-76.46,3
HURTO,-8.46,-74.79,1
HURTO,-8.45,-78.06,2
HURTO,-8.45,-76.46,4
HURTO,-8.45,-74.82,1
HURTO,-8.45,-74.68,1
HURTO,-8.43,-75.16,1
HURTO,-8.43,-75.15,1
HURTO,-8.43,-74.76,1
HURTO,-8.43,-74.57,1
HURTO,-8.43,-74.55,1
HURTO,-8.42,-78.78,1
HURTO,-8.42,-78.75,154
HURTO,-8.42,-76.46,1
HURTO,-8.42,-75.14,7
HURTO,-8.42,-74.75,1
HURTO,-8.42,-74.69,1
HURTO,-8.42,-74.56,3
HURTO,-8.42,-74.55,1
HURTO,-8.42,-74.54,1
HURTO,-8.41,-78.82,2
HURTO,-8.41,-78.81,2
HURTO,-8.41,-76.43,1
HURTO,-8.41,-76.27,19
HURTO,-8.41,-74.66,1
HURTO,-8.41,-74.65,1
HURTO,-8.41,-74.61,1
HURTO,-8.41,-74.58,2
HURTO,-8.41,-74.56,2
HURTO,-8.41,-74.55,4
HURTO,-8.4,-78.83,1
HURTO,-8.4,-78.82,1
HURTO,-8.4,-74.76,2
HURTO,-8.4,-74.61,1
HURTO,-8.4,-74.59,5
HURTO,-8.4,-74.58,4
HURTO,-8.4,-74.57,2
HURTO,-8.4,-74.56,3
HURTO,-8.4,-74.55,594
HURTO,-8.4,-74.54,3
HURTO,-8.4,-74.53,1
HURTO,-8.39,-78.01,3
HURTO,-8.39,-74.62,1
HURTO,-8.39,-74.57,3
HURTO,-8.39,-74.56,2
HURTO,-8.39,-74.55,8
HURTO,-8.39,-74.54,3
HURTO,-8.39,-74.53,7
HURTO,-8.38,-78.86,1
HURTO,-8.38,-74.88,1
HURTO,-8.38,-74.62,1
HURTO,-8.38,-74.6,3
HURTO,-8.38,-74.57,2
HURTO,-8.38,-74.56,2
HURTO,-8.38,-74.55,6
HURTO,-8.38,-74.54,7
HURTO,-8.38,-74.53,435
HURTO,-8.37,-78.88,1
HURTO,-8.37,-77.36,1
HURTO,-8.37,-74.77,1
HURTO,-8.37,-74.58,160
HURTO,-8.37,-74.57,2
HURTO,-8.37,-74.56,1
HURTO,-8.37,-74.55,2
HURTO,-8.37,-74.54,7
HURTO,-8.37,-74.53,3
HURTO,-8.36,-78.88,1
HURTO,-8.36,-76.51,1
HURTO,-8.36,-74.96,1
HURTO,-8.36,-74.59,1
HURTO,-8.36,-74.58,3
HURTO,-8.36,-74.54,1
HURTO,-8.35,-76.39,2
HURTO,-8.35,-74.85,1
HURTO,-8.35,-74.59,2
HURTO,-8.35,-74.58,1
HURTO,-8.34,-74.6,1
HURTO,-8.33,-76.49,1
HURTO,-8.33,-74.56,1
HURTO,-8.31,-77.26,13
HURTO,-8.3,-78.02,1
HURTO,-8.3,-76.36,1
HURTO,-8.29,-77.3,1
HURTO,-8.28,-77.3,2
HURTO,-8.27,-78.93,1
HURTO,-8.26,-78.01,1
HURTO,-8.25,-74.66,1
HURTO,-8.23,-78.98,1
HURTO,-8.23,-74.81,4
HURTO,-8.22,-78.98,5
HURTO,-8.21,-78.98,4
HURTO,-8.21,-76.98,2
HURTO,-8.2,-78.98,3
HURTO,-8.19,-79.01,1
HURTO,-8.19,-76.54,1
HURTO,-8.19,-76.52,17
HURTO,-8.19,-76.51,5
HURTO,-8.18,-79.01,164
HURTO,-8.18,-79.0,3
HURTO,-8.18,-78.99,53
HURTO,-8.17,-79.02,1
HURTO,-8.17,-79.01,12
HURTO,-8.17,-79.0,1
HURTO,-8.16,-79.01,5
HURTO,-8.16,-78.06,1
HURTO,-8.16,-76.55,72
HURTO,-8.15,-79.01,8
HURTO,-8.15,-78.17,1
HURTO,-8.15,-78.16,1
HURTO,-8.14,-79.06,144
HURTO,-8.14,-79.05,5
HURTO,-8.14,-79.04,4
HURTO,-8.14,-79.03,3
HURTO,-8.14,-79.02,15
HURTO,-8.14,-79.01,2
HURTO,-8.14,-77.87,4
HURTO,-8.13,-79.05,8
HURTO,-8.13,-79.04,25
HURTO,-8.13,-79.03,55
HURTO,-8.13,-79.02,17
HURTO,-8.13,-79.01,1
HURTO,-8.13,-78.63,2
HURTO,-8.13,-78.18,14
HURTO,-8.13,-77.51,1
HURTO,-8.12,-79.05,7
HURTO,-8.12,-79.04,67
HURTO,-8.12,-79.03,56
HURTO,-8.12,-79.02,67
HURTO,-8.12,-79.01,20
HURTO,-8.12,-79.0,1
HURTO,-8.12,-78.36,2
HURTO,-8.12,-77.51,1
HURTO,-8.12,-77.41,1
HURTO,-8.12,-76.58,2
HURTO,-8.11,-79.1,1
HURTO,-8.11,-79.07,1
HURTO,-8.11,-79.05,20
HURTO,-8.11,-79.04,38
HURTO,-8.11,-79.03,118
HURTO,-8.11,-79.02,151
HURTO,-8.11,-79.01,2150
HURTO,-8.11,-79.0,7
HURTO,-8.1,-79.11,6
HURTO,-8.1,-79.07,1
HURTO,-8.1,-79.06,3
HURTO,-8.1,-79.05,93
HURTO,-8.1,-79.04,92
HURTO,-8.1,-79.03,53
HURTO,-8.1,-79.02,33
HURTO,-8.1,-79.01,54
HURTO,-8.1,-79.0,6
HURTO,-8.1,-78.97,1
HURTO,-8.1,-78.91,1
HURTO,-8.1,-78.15,1
HURTO,-8.1,-76.6,1
HURTO,-8.09,-79.12,2
HURTO,-8.09,-79.1,2
HURTO,-8.09,-79.09,2
HURTO,-8.09,-79.05,19
HURTO,-8.09,-79.04,30
HURTO,-8.09,-79.03,30
HURTO,-8.09,-79.02,286
HURTO,-8.09,-79.01,40
HURTO,-8.09,-79.0,32
HURTO,-8.09,-78.99,2
HURTO,-8.09,-78.96,2
HURTO,-8.08,-79.12,11
HURTO,-8.08,-79.11,3
HURTO,-8.08,-79.1,1
HURTO,-8.08,-79.08,2
HURTO,-8.08,-79.06,6
HURTO,-8.08,-79.05,20
HURTO,-8.08,-79.04,421
HURTO,-8.08,-79.03,7
HURTO,-8.08,-79.02,3
HURTO,-8.08,-79.0,286
HURTO,-8.08,-78.99,2
HURTO,-8.08,-78.97,103
HURTO,-8.08,-78.96,1
HURTO,-8.08,-78.94,1
HURTO,-8.07,-79.12,1
HURTO,-8.07,-79.11,1
HURTO,-8.07,-79.07,5
HURTO,-8.07,-79.06,4
HURTO,-8.07,-79.05,7
HURTO,-8.07,-79.04,4
HURTO,-8.07,-79.03,1
HURTO,-8.07,-79.01,1
HURTO,-8.07,-79.0,6
HURTO,-8.07,-78.99,13
HURTO,-8.07,-78.98,1
HURTO,-8.07,-78.46,6
HURTO,-8.06,-79.08,1
HURTO,-8.06,-79.07,6
HURTO,-8.06,-79.06,3
HURTO,-8.06,-79.05,14
HURTO,-8.06,-78.99,4
HURTO,-8.06,-78.77,7
HURTO,-8.06,-77.43,2
HURTO,-8.05,-79.13,227
HURTO,-8.05,-79.06,5
HURTO,-8.05,-79.05,1
HURTO,-8.05,-77.44,20
HURTO,-8.04,-79.08,1
HURTO,-8.04,-79.07,1
HURTO,-8.04,-79.06,5
HURTO,-8.04,-78.49,1
HURTO,-8.04,-77.81,2
HURTO,-8.04,-77.45,3
HURTO,-8.04,-77.44,1
HURTO,-8.03,-79.07,8
HURTO,-8.03,-79.06,5
HURTO,-8.03,-78.54,3
HURTO,-8.03,-78.52,1
HURTO,-8.03,-77.46,1
HURTO,-8.03,-77.45,3
HURTO,-8.02,-79.07,52
HURTO,-8.02,-79.06,1
HURTO,-8.02,-78.55,1
HURTO,-8.02,-78.06,3
HURTO,-8.01,-79.07,3
HURTO,-8.01,-78.77,1
HURTO,-8.01,-78.58,2
HURTO,-8.01,-78.48,2
HURTO,-8.01,-78.25,1
HURTO,-8.01,-76.65,2
HURTO,-8.0,-78.6,1
HURTO,-8.0,-78.31,1
HURTO,-7.99,-78.68,30
HURTO,-7.99,-74.03,2
HURTO,-7.97,-79.24,51
HURTO,-7.97,-78.64,1
HURTO,-7.97,-78.41,1
HURTO,-7.97,-78.34,15
HURTO,-7.96,-79.25,1
HURTO,-7.96,-79.24,1
HURTO,-7.96,-79.2,1
HURTO,-7.96,-79.12,1
HURTO,-7.96,-78.77,3
HURTO,-7.96,-78.57,5
HURTO,-7.96,-76.22,2
HURTO,-7.95,-79.09,2
HURTO,-7.93,-78.69,1
HURTO,-7.93,-77.89,1
HURTO,-7.93,-77.86,1
HURTO,-7.91,-78.56,1
HURTO,-7.9,-79.29,1
HURTO,-7.9,-78.57,1
HURTO,-7.9,-78.56,2
HURTO,-7.9,-78.55,1
HURTO,-7.88,-79.22,1
HURTO,-7.87,-77.94,1
HURTO,-7.86,-79.15,1
HURTO,-7.85,-79.14,5
HURTO,-7.84,-79.16,2
HURTO,-7.84,-79.15,3
HURTO,-7.83,-78.71,2
HURTO,-7.83,-78.05,92
HURTO,-7.83,-77.63,1
HURTO,-7.82,-79.27,1
HURTO,-7.82,-78.4,2
HURTO,-7.82,-78.05,6
HURTO,-7.82,-78.04,3
HURTO,-7.81,-79.2,1
HURTO,-7.81,-78.05,1
HURTO,-7.79,-79.22,1
HURTO,-7.78,-77.58,24
HURTO,-7.78,-76.72,10
HURTO,-7.77,-79.24,7
HURTO,-7.77,-79.15,2
HURTO,-7.76,-79.26,1
HURTO,-7.76,-79.18,1
HURTO,-7.76,-79.15,14
HURTO,-7.76,-77.6,1
HURTO,-7.75,-79.19,3
HURTO,-7.75,-79.18,1
HURTO,-7.75,-78.41,1
HURTO,-7.74,-79.3,2
HURTO,-7.74,-79.29,3
HURTO,-7.74,-79.2,1
HURTO,-7.74,-79.19,2
HURTO,-7.74,-79.18,1
HURTO,-7.74,-78.51,1
HURTO,-7.74,-77.96,1
HURTO,-7.74,-77.94,1
HURTO,-7.73,-79.31,1
HURTO,-7.73,-79.3,5
HURTO,-7.73,-79.01,17
HURTO,-7.73,-77.88,1
HURTO,-7.72,-79.39,1
HURTO,-7.72,-79.38,3
HURTO,-7.72,-79.31,1
HURTO,-7.72,-77.66,3
HURTO,-7.71,-79.43,1
HURTO,-7.71,-79.41,1
HURTO,-7.71,-79.11,8
HURTO,-7.71,-78.62,1
HURTO,-7.71,-77.64,2
HURTO,-7.7,-79.44,1
HURTO,-7.7,-79.43,11
HURTO,-7.7,-79.3,14
HURTO,-7.7,-79.06,1
HURTO,-7.7,-78.47,1
HURTO,-7.69,-78.44,4
HURTO,-7.68,-79.24,1
HURTO,-7.68,-78.44,1
HURTO,-7.67,-79.37,1
HURTO,-7.67,-78.16,1
HURTO,-7.67,-78.05,1
HURTO,-7.67,-78.01,1
HURTO,-7.67,-76.66,1
HURTO,-7.66,-78.18,2
HURTO,-7.66,-77.9,1
HURTO,-7.65,-78.16,1
HURTO,-7.65,-78.15,3
HURTO,-7.64,-78.54,1
HURTO,-7.64,-78.15,1
HURTO,-7.64,-78.04,1
HURTO,-7.63,-78.25,1
HURTO,-7.63,-78.14,2
HURTO,-7.63,-78.05,5
HURTO,-7.63,-78.04,8
HURTO,-7.62,-78.05,14
HURTO,-7.62,-78.04,8
HURTO,-7.62,-78.01,59
HURTO,-7.61,-78.25,1
HURTO,-7.61,-78.14,1
HURTO,-7.61,-78.06,2
HURTO,-7.6,-78.48,4
HURTO,-7.6,-78.47,1
HURTO,-7.59,-78.16,2
HURTO,-7.57,-78.14,15
HURTO,-7.57,-76.64,3
HURTO,-7.56,-79.38,1
HURTO,-7.54,-79.39,1
HURTO,-7.52,-79.54,3
HURTO,-7.51,-79.54,1
HURTO,-7.5,-77.98,1
HURTO,-7.49,-78.13,1
HURTO,-7.49,-76.65,1
HURTO,-7.48,-78.82,1
HURTO,-7.48,-77.7,1
HURTO,-7.48,-76.65,1
HURTO,-7.47,-79.52,62
HURTO,-7.47,-78.8,11
HURTO,-7.46,-79.53,1
HURTO,-7.46,-79.47,1
HURTO,-7.46,-78.13,1
HURTO,-7.46,-78.12,2
HURTO,-7.46,-78.11,1
HURTO,-7.45,-79.51,1
HURTO,-7.45,-79.5,1
HURTO,-7.44,-79.5,9
HURTO,-7.44,-76.68,1
HURTO,-7.43,-79.51,10
HURTO,-7.43,-79.5,11
HURTO,-7.43,-74.83,13
HURTO,-7.42,-79.56,2
HURTO,-7.42,-79.55,2
HURTO,-7.42,-79.54,1
HURTO,-7.42,-79.53,1
HURTO,-7.42,-79.51,3
HURTO,-7.42,-79.5,3
HURTO,-7.41,-79.57,4
HURTO,-7.41,-79.56,2
HURTO,-7.41,-78.06,3
HURTO,-7.4,-79.57,11
HURTO,-7.4,-79.56,2
HURTO,-7.39,-79.56,90
HURTO,-7.39,-78.79,1
HURTO,-7.38,-79.48,1
HURTO,-7.38,-78.83,1
HURTO,-7.38,-76.66,1
HURTO,-7.37,-79.47,1
HURTO,-7.36,-79.51,1
HURTO,-7.35,-79.51,2
HURTO,-7.35,-79.46,5
HURTO,-7.35,-78.82,8
HURTO,-7.35,-78.18,3
HURTO,-7.35,-78.05,1
HURTO,-7.35,-75.01,2
HURTO,-7.35,-75.0,1
HURTO,-7.34,-79.57,2
HURTO,-7.34,-79.56,6
HURTO,-7.34,-79.51,1
HURTO,-7.34,-79.48,8
HURTO,-7.34,-79.46,1
HURTO,-7.34,-78.17,3
HURTO,-7.34,-78.11,1
HURTO,-7.33,-79.48,1
HURTO,-7.33,-78.59,1
HURTO,-7.33,-78.52,1
HURTO,-7.33,-78.17,23
HURTO,-7.33,-78.09,1
HURTO,-7.32,-78.17,1
HURTO,-7.32,-78.14,1
HURTO,-7.32,-76.78,3
HURTO,-7.3,-78.92,1
HURTO,-7.3,-76.77,1
HURTO,-7.29,-78.5,1
HURTO,-7.27,-78.16,1
HURTO,-7.26,-78.5,1
HURTO,-7.26,-78.25,3
HURTO,-7.26,-78.23,1
HURTO,-7.26,-77.32,2
HURTO,-7.25,-79.47,2
HURTO,-7.25,-78.66,4
HURTO,-7.25,-78.52,2
HURTO,-7.25,-78.38,4
HURTO,-7.25,-78.26,1
HURTO,-7.24,-79.49,97
HURTO,-7.24,-79.47,3
HURTO,-7.24,-79.46,1
HURTO,-7.24,-79.4,2
HURTO,-7.23,-79.44,3
HURTO,-7.23,-79.43,24
HURTO,-7.23,-79.42,6
HURTO,-7.23,-79.41,3
HURTO,-7.23,-78.38,14
HURTO,-7.23,-78.28,1
HURTO,-7.22,-79.44,5
HURTO,-7.22,-79.43,6
HURTO,-7.22,-79.13,4
HURTO,-7.22,-78.84,1
HURTO,-7.22,-78.32,1
HURTO,-7.22,-78.25,1
HURTO,-7.22,-78.16,4
HURTO,-7.21,-79.52,1
HURTO,-7.21,-79.43,4
HURTO,-7.2,-78.33,1
HURTO,-7.2,-75.3,3
HURTO,-7.19,-79.52,1
HURTO,-7.19,-79.37,109
HURTO,-7.19,-78.46,1
HURTO,-7.19,-78.41,1
HURTO,-7.19,-76.74,1
HURTO,-7.19,-76.73,1
HURTO,-7.19,-76.16,1
HURTO,-7.18,-79.47,67
HURTO,-7.18,-79.44,1
HURTO,-7.18,-79.42,1
HURTO,-7.18,-78.51,1
HURTO,-7.18,-78.5,2
HURTO,-7.18,-78.49,1
HURTO,-7.18,-78.46,1
HURTO,-7.18,-76.74,1
HURTO,-7.18,-76.73,12
HURTO,-7.18,-76.72,5
HURTO,-7.17,-79.48,1
HURTO,-7.17,-78.52,1
HURTO,-7.17,-78.51,3
HURTO,-7.17,-78.5,6
HURTO,-7.17,-78.49,1
HURTO,-7.17,-78.48,1
HURTO,-7.17,-78.46,36
HURTO,-7.17,-78.44,1
HURTO,-7.17,-78.37,1
HURTO,-7.17,-76.74,1
HURTO,-7.17,-76.73,16
HURTO,-7.17,-76.72,2
HURTO,-7.16,-79.45,5
HURTO,-7.16,-79.44,2
HURTO,-7.16,-78.52,9
HURTO,-7.16,-78.51,14
HURTO,-7.16,-78.5,3
HURTO,-7.16,-78.49,2
HURTO,-7.16,-78.47,2
HURTO,-7.16,-78.46,9
HURTO,-7.16,-78.01,1
HURTO,-7.16,-76.73,1
HURTO,-7.16,-76.52,4
HURTO,-7.15,-78.53,2
HURTO,-7.15,-78.52,1175
HURTO,-7.15,-78.51,34
HURTO,-7.15,-78.5,4
HURTO,-7.15,-78.46,3
HURTO,-7.14,-78.52,9
HURTO,-7.14,-78.51,1
HURTO,-7.14,-78.47,1
HURTO,-7.14,-76.73,48
HURTO,-7.13,-78.54,1
HURTO,-7.13,-78.52,1
HURTO,-7.13,-78.51,2
HURTO,-7.13,-78.49,2
HURTO,-7.11,-78.82,1
HURTO,-7.11,-78.54,1
HURTO,-7.11,-78.53,2
HURTO,-7.09,-78.79,5
HURTO,-7.09,-78.52,1
HURTO,-7.09,-78.29,4
HURTO,-7.07,-76.78,1
HURTO,-7.07,-76.73,3
HURTO,-7.07,-76.71,1
HURTO,-7.07,-76.6,1
HURTO,-7.07,-76.59,2
HURTO,-7.07,-76.58,2
HURTO,-7.06,-79.56,1
HURTO,-7.06,-78.6,1
HURTO,-7.06,-77.91,1
HURTO,-7.06,-76.66,2
HURTO,-7.06,-76.59,5
HURTO,-7.06,-76.58,1
HURTO,-7.06,-76.54,1
HURTO,-7.05,-77.82,3
HURTO,-7.05,-76.59,27
HURTO,-7.05,-76.09,1
HURTO,-7.04,-79.01,3
HURTO,-7.04,-76.6,1
HURTO,-7.04,-75.3,1
HURTO,-7.03,-76.5,1
HURTO,-7.02,-79.58,39
HURTO,-7.02,-78.17,2
HURTO,-7.02,-76.83,1
HURTO,-7.02,-76.46,1
HURTO,-7.02,-76.13,1
HURTO,-7.01,-76.83,3
HURTO,-7.01,-76.45,1
HURTO,-7.0,-78.2,1
HURTO,-7.0,-76.44,2
HURTO,-7.0,-76.43,1
HURTO,-6.99,-79.62,1
HURTO,-6.99,-78.83,7
HURTO,-6.99,-76.71,2
HURTO,-6.99,-76.6,34
HURTO,-6.99,-76.52,2
HURTO,-6.98,-79.17,1
HURTO,-6.98,-76.77,1
HURTO,-6.97,-79.09,1
HURTO,-6.97,-77.04,2
HURTO,-6.97,-76.21,1
HURTO,-6.96,-79.17,4
HURTO,-6.96,-76.33,33
HURTO,-6.95,-79.6,1
HURTO,-6.94,-79.58,1
HURTO,-6.94,-76.77,3
HURTO,-6.94,-76.49,2
HURTO,-6.93,-79.87,8
HURTO,-6.93,-79.86,1
HURTO,-6.93,-79.59,2
HURTO,-6.93,-79.07,1
HURTO,-6.93,-78.87,2
HURTO,-6.93,-78.81,2
HURTO,-6.93,-76.78,1
HURTO,-6.93,-76.77,2
HURTO,-6.92,-79.87,2
HURTO,-6.92,-79.86,2
HURTO,-6.92,-79.59,2
HURTO,-6.92,-79.58,10
HURTO,-6.92,-79.57,1
HURTO,-6.92,-78.26,1
HURTO,-6.92,-76.42,1
HURTO,-6.92,-76.33,4
HURTO,-6.91,-79.87,39
HURTO,-6.91,-79.86,7
HURTO,-6.91,-79.85,1
HURTO,-6.91,-79.61,2
HURTO,-6.91,-79.59,1
HURTO,-6.91,-79.58,2
HURTO,-6.91,-78.25,1
HURTO,-6.91,-78.15,2
HURTO,-6.9,-79.87,1
HURTO,-6.9,-79.86,3
HURTO,-6.9,-79.84,2
HURTO,-6.9,-79.57,2
HURTO,-6.9,-79.56,1
HURTO,-6.9,-79.46,1
HURTO,-6.89,-79.88,144
HURTO,-6.89,-79.57,1
HURTO,-6.89,-79.56,8
HURTO,-6.89,-78.19,57
HURTO,-6.89,-76.87,18
HURTO,-6.89,-75.3,1
HURTO,-6.88,-79.92,41
HURTO,-6.88,-79.88,1
HURTO,-6.88,-79.57,88
HURTO,-6.88,-79.55,1
HURTO,-6.88,-79.1,2
HURTO,-6.87,-79.82,92
HURTO,-6.87,-79.4,2
HURTO,-6.87,-79.34,4
HURTO,-6.87,-78.29,1
HURTO,-6.87,-78.15,3
HURTO,-6.87,-78.14,1
HURTO,-6.86,-79.82,1
HURTO,-6.86,-79.3,4
HURTO,-6.86,-78.81,2
HURTO,-6.85,-79.93,314
HURTO,-6.85,-79.61,1
HURTO,-6.85,-79.35,1
HURTO,-6.85,-79.3,5
HURTO,-6.85,-79.29,1
HURTO,-6.85,-78.03,1
HURTO,-6.85,-76.61,1
HURTO,-6.84,-79.94,7
HURTO,-6.84,-79.93,3
HURTO,-6.84,-79.83,2
HURTO,-6.84,-79.6,1
HURTO,-6.84,-79.3,3
HURTO,-6.84,-79.26,4
HURTO,-6.84,-78.0,1
HURTO,-6.84,-76.36,2
HURTO,-6.83,-79.94,3
HURTO,-6.83,-79.93,5
HURTO,-6.83,-79.77,1
HURTO,-6.83,-78.01,1
HURTO,-6.82,-79.92,1
HURTO,-6.82,-79.83,3
HURTO,-6.82,-79.77,1
HURTO,-6.82,-79.64,7
HURTO,-6.82,-79.62,1
HURTO,-6.81,-79.9,2
HURTO,-6.81,-79.85,1
HURTO,-6.81,-79.7,1
HURTO,-6.81,-79.68,1
HURTO,-6.81,-79.67,2
HURTO,-6.81,-79.65,45
HURTO,-6.81,-79.6,2
HURTO,-6.81,-79.26,1
HURTO,-6.81,-78.27,1
HURTO,-6.8,-79.89,1
HURTO,-6.8,-79.88,2
HURTO,-6.8,-79.85,5
HURTO,-6.8,-79.84,750
HURTO,-6.8,-79.83,2
HURTO,-6.8,-79.69,1
HURTO,-6.8,-79.68,1
HURTO,-6.8,-79.28,1
HURTO,-6.8,-78.51,65
HURTO,-6.79,-79.89,2
HURTO,-6.79,-79.88,8
HURTO,-6.79,-79.87,3
HURTO,-6.79,-79.86,2
HURTO,-6.79,-79.85,6
HURTO,-6.79,-79.84,25
HURTO,-6.79,-79.83,12
HURTO,-6.79,-79.69,1
HURTO,-6.79,-79.54,1
HURTO,-6.79,-79.28,1
HURTO,-6.78,-79.88,5
HURTO,-6.78,-79.87,17
HURTO,-6.78,-79.86,11
HURTO,-6.78,-79.85,24
HURTO,-6.78,-79.84,122
HURTO,-6.78,-79.83,60
HURTO,-6.78,-79.68,4
HURTO,-6.78,-79.63,9
HURTO,-6.78,-79.61,8
