subtipo_hecho,latitud,longitud,peso
HURTO,-12.54,-76.72,3
HURTO,-12.54,-73.95,1
HURTO,-12.54,-70.0,3
HURTO,-12.53,-76.76,2
HURTO,-12.53,-76.75,1
HURTO,-12.53,-76.51,7
HURTO,-12.53,-73.85,1
HURTO,-12.52,-76.75,128
HURTO,-12.52,-76.74,4
HURTO,-12.52,-76.73,5
HURTO,-12.52,-76.54,1
HURTO,-12.52,-73.87,1
HURTO,-12.52,-73.83,22
HURTO,-12.52,-73.82,4
HURTO,-12.51,-76.74,8
HURTO,-12.51,-76.73,25
HURTO,-12.51,-74.54,1
HURTO,-12.51,-73.86,11
HURTO,-12.51,-73.83,6
HURTO,-12.51,-73.78,23
HURTO,-12.5,-76.79,64
HURTO,-12.5,-76.77,1
HURTO,-12.5,-76.74,1
HURTO,-12.5,-75.01,2
HURTO,-12.5,-74.99,1
HURTO,-12.5,-73.83,1
HURTO,-12.5,-73.82,1
HURTO,-12.49,-76.79,1
HURTO,-12.49,-76.74,2
HURTO,-12.49,-75.44,1
HURTO,-12.49,-73.88,4
HURTO,-12.48,-76.79,1
HURTO,-12.48,-76.75,2
HURTO,-12.48,-76.74,2
HURTO,-12.48,-76.7,1
HURTO,-12.48,-69.1,1
HURTO,-12.47,-76.75,3
HURTO,-12.47,-75.96,1
HURTO,-12.47,-75.87,1
HURTO,-12.46,-76.75,6
HURTO,-12.46,-75.92,2
HURTO,-12.46,-73.95,1
HURTO,-12.46,-73.88,1
HURTO,-12.46,-73.28,1
HURTO,-12.45,-73.98,1
HURTO,-12.44,-75.62,1
HURTO,-12.44,-73.95,7
HURTO,-12.43,-74.86,27
HURTO,-12.43,-73.91,1
HURTO,-12.42,-74.7,2
HURTO,-12.42,-73.99,1
HURTO,-12.42,-73.96,1
HURTO,-12.42,-73.91,2
HURTO,-12.41,-76.76,1
HURTO,-12.41,-73.97,1
HURTO,-12.41,-73.96,2
HURTO,-12.41,-73.92,1
HURTO,-12.41,-73.91,12
HURTO,-12.4,-76.78,1
HURTO,-12.4,-74.94,2
HURTO,-12.4,-74.87,1
HURTO,-12.39,-76.77,1
HURTO,-12.39,-73.93,1
HURTO,-12.39,-73.89,1
HURTO,-12.38,-76.78,49
HURTO,-12.37,-76.79,24
HURTO,-12.37,-76.78,1
HURTO,-12.37,-75.07,2
HURTO,-12.37,-73.01,6
HURTO,-12.36,-76.79,2
HURTO,-12.36,-75.88,1
HURTO,-12.36,-73.96,1
HURTO,-12.35,-76.81,1
HURTO,-12.35,-75.16,1
HURTO,-12.35,-74.83,1
HURTO,-12.34,-76.82,1
HURTO,-12.34,-75.07,1
HURTO,-12.33,-76.83,56
HURTO,-12.33,-75.28,1
HURTO,-12.32,-76.83,1
HURTO,-12.32,-75.22,1
HURTO,-12.32,-73.94,1
HURTO,-12.31,-75.71,2
HURTO,-12.3,-76.85,2
HURTO,-12.3,-76.84,2
HURTO,-12.29,-76.88,3
HURTO,-12.29,-76.87,1
HURTO,-12.29,-76.85,17
HURTO,-12.29,-76.81,1
HURTO,-12.29,-76.2,1
HURTO,-12.29,-74.02,1
HURTO,-12.28,-76.9,3
HURTO,-12.28,-76.89,1
HURTO,-12.28,-76.87,5
HURTO,-12.28,-76.86,1
HURTO,-12.28,-74.04,2
HURTO,-12.28,-74.03,3
HURTO,-12.28,-74.02,1
HURTO,-12.28,-69.15,1
HURTO,-12.27,-76.87,2
HURTO,-12.27,-69.16,1
HURTO,-12.26,-76.91,4
HURTO,-12.26,-76.89,1
HURTO,-12.26,-76.88,8
HURTO,-12.26,-76.83,1
HURTO,-12.25,-76.94,1
HURTO,-12.25,-76.93,1
HURTO,-12.25,-76.89,1
HURTO,-12.25,-76.87,1
HURTO,-12.25,-75.72,1
HURTO,-12.25,-75.47,1
HURTO,-12.25,-75.15,1
HURTO,-12.25,-74.77,3
HURTO,-12.24,-76.96,1
HURTO,-12.24,-76.94,2
HURTO,-12.24,-76.91,2
HURTO,-12.24,-74.94,1
HURTO,-12.23,-76.97,2
HURTO,-12.23,-76.96,1
HURTO,-12.23,-76.95,1
HURTO,-12.23,-76.94,2
HURTO,-12.23,-76.93,2
HURTO,-12.23,-76.92,1521
HURTO,-12.23,-76.91,1
HURTO,-12.23,-76.78,309
HURTO,-12.23,-76.54,2
HURTO,-12.22,-77.0,1
HURTO,-12.22,-76.98,1
HURTO,-12.22,-76.97,4
HURTO,-12.22,-76.96,3
HURTO,-12.22,-76.95,9
HURTO,-12.22,-76.94,90
HURTO,-12.22,-76.93,7
HURTO,-12.22,-76.92,1665
HURTO,-12.22,-76.91,1
HURTO,-12.22,-76.89,1
HURTO,-12.22,-76.51,2
HURTO,-12.22,-75.03,1
HURTO,-12.22,-69.86,1
HURTO,-12.21,-77.02,2
HURTO,-12.21,-77.01,2
HURTO,-12.21,-76.98,1
HURTO,-12.21,-76.97,2
HURTO,-12.21,-76.96,2
HURTO,-12.21,-76.95,21
HURTO,-12.21,-76.94,30
HURTO,-12.21,-76.93,19
HURTO,-12.21,-76.92,2
HURTO,-12.21,-76.91,2
HURTO,-12.2,-77.01,10
HURTO,-12.2,-77.0,3
HURTO,-12.2,-76.98,1
HURTO,-12.2,-76.97,1
HURTO,-12.2,-76.95,2
HURTO,-12.2,-76.94,9
HURTO,-12.2,-76.93,21
HURTO,-12.2,-75.28,3
HURTO,-12.19,-77.03,1
HURTO,-12.19,-77.01,11
HURTO,-12.19,-77.0,6
HURTO,-12.19,-76.99,1
HURTO,-12.19,-76.98,1
HURTO,-12.19,-76.96,2
HURTO,-12.19,-76.95,2
HURTO,-12.19,-76.94,1
HURTO,-12.19,-76.93,2
HURTO,-12.19,-76.92,1
HURTO,-12.18,-77.02,9
HURTO,-12.18,-77.01,24
HURTO,-12.18,-77.0,18
HURTO,-12.18,-76.98,1248
HURTO,-12.18,-76.97,2
HURTO,-12.18,-76.96,923
HURTO,-12.18,-76.95,2
HURTO,-12.18,-76.94,22
HURTO,-12.17,-77.03,20
HURTO,-12.17,-77.02,16
HURTO,-12.17,-77.01,9
HURTO,-12.17,-77.0,3
HURTO,-12.17,-76.99,9
HURTO,-12.17,-76.98,8
HURTO,-12.17,-76.97,14
HURTO,-12.17,-76.96,5
HURTO,-12.17,-76.95,29
HURTO,-12.17,-76.93,6
HURTO,-12.17,-76.92,3
HURTO,-12.17,-75.23,1
HURTO,-12.16,-77.03,13
HURTO,-12.16,-77.02,8
HURTO,-12.16,-77.01,3294
HURTO,-12.16,-77.0,2
HURTO,-12.16,-76.99,12
HURTO,-12.16,-76.98,9
HURTO,-12.16,-76.97,6
HURTO,-12.16,-76.96,6
HURTO,-12.16,-76.95,6
HURTO,-12.16,-76.94,6
HURTO,-12.16,-76.93,1
HURTO,-12.16,-76.46,1
HURTO,-12.16,-76.23,1
HURTO,-12.16,-75.18,1
HURTO,-12.16,-74.65,3
HURTO,-12.15,-77.03,3
HURTO,-12.15,-77.02,652
HURTO,-12.15,-77.01,3
HURTO,-12.15,-77.0,1
HURTO,-12.15,-76.99,11
HURTO,-12.15,-76.98,18
HURTO,-12.15,-76.97,8
HURTO,-12.15,-76.95,1
HURTO,-12.15,-76.13,1
HURTO,-12.15,-75.23,1
HURTO,-12.15,-75.22,1
HURTO,-12.15,-75.18,1
HURTO,-12.15,-75.16,3
HURTO,-12.14,-77.03,3
HURTO,-12.14,-77.02,134
HURTO,-12.14,-77.01,6
HURTO,-12.14,-77.0,5
HURTO,-12.14,-76.99,3
HURTO,-12.14,-76.98,1
HURTO,-12.14,-76.97,2
HURTO,-12.14,-76.96,2
HURTO,-12.14,-76.95,1
HURTO,-12.14,-76.23,1
HURTO,-12.14,-75.26,1
HURTO,-12.14,-75.23,2
HURTO,-12.14,-75.22,1
HURTO,-12.14,-75.18,3
HURTO,-12.14,-75.17,71
HURTO,-12.14,-75.16,3
HURTO,-12.13,-77.04,3
HURTO,-12.13,-77.03,39
HURTO,-12.13,-77.02,34
HURTO,-12.13,-77.01,6
HURTO,-12.13,-77.0,14
HURTO,-12.13,-76.99,9
HURTO,-12.13,-76.98,14
HURTO,-12.13,-76.97,1
HURTO,-12.13,-76.96,1
HURTO,-12.13,-76.95,1
HURTO,-12.13,-76.88,262
HURTO,-12.13,-75.27,2
HURTO,-12.13,-75.26,1
HURTO,-12.13,-75.22,20
HURTO,-12.13,-75.21,1
HURTO,-12.13,-75.18,1
HURTO,-12.13,-75.17,2
HURTO,-12.12,-77.05,2
HURTO,-12.12,-77.04,13
HURTO,-12.12,-77.03,103
HURTO,-12.12,-77.02,783
HURTO,-12.12,-77.01,21
HURTO,-12.12,-77.0,27
HURTO,-12.12,-76.99,6
HURTO,-12.12,-76.98,6
HURTO,-12.12,-76.96,1
HURTO,-12.12,-76.87,1
HURTO,-12.12,-76.83,116
HURTO,-12.12,-75.45,1
HURTO,-12.12,-75.44,1
HURTO,-12.12,-75.3,1
HURTO,-12.12,-75.25,2
HURTO,-12.12,-75.22,1
HURTO,-12.12,-75.2,3
HURTO,-12.12,-75.18,4
HURTO,-12.12,-75.17,3
HURTO,-12.12,-75.16,1
HURTO,-12.11,-77.06,1
HURTO,-12.11,-77.05,12
HURTO,-12.11,-77.04,24
HURTO,-12.11,-77.03,2672
HURTO,-12.11,-77.02,81
HURTO,-12.11,-77.01,63
HURTO,-12.11,-77.0,24
HURTO,-12.11,-76.99,14
HURTO,-12.11,-76.98,13
HURTO,-12.11,-76.97,4
HURTO,-12.11,-76.94,6
HURTO,-12.11,-76.87,1
HURTO,-12.11,-75.25,3
HURTO,-12.11,-75.24,2
HURTO,-12.11,-75.23,1
HURTO,-12.11,-75.22,2
HURTO,-12.11,-75.19,7
HURTO,-12.11,-75.18,1
HURTO,-12.11,-75.15,1
HURTO,-12.11,-75.13,1
HURTO,-12.11,-69.12,1
HURTO,-12.1,-77.08,9
HURTO,-12.1,-77.07,1
HURTO,-12.1,-77.06,8
HURTO,-12.1,-77.05,6
HURTO,-12.1,-77.04,47
HURTO,-12.1,-77.03,991
HURTO,-12.1,-77.02,89
HURTO,-12.1,-77.01,24
HURTO,-12.1,-77.0,8
HURTO,-12.1,-76.99,1121
HURTO,-12.1,-76.98,5
HURTO,-12.1,-76.97,5
HURTO,-12.1,-76.96,3
HURTO,-12.1,-76.95,3
HURTO,-12.1,-76.94,6
HURTO,-12.1,-76.93,2
HURTO,-12.1,-76.88,1
HURTO,-12.1,-76.87,1
HURTO,-12.1,-75.21,1
HURTO,-12.1,-75.19,3
HURTO,-12.09,-77.09,320
HURTO,-12.09,-77.08,13
HURTO,-12.09,-77.07,282
HURTO,-12.09,-77.06,35
HURTO,-12.09,-77.05,112
HURTO,-12.09,-77.04,62
HURTO,-12.09,-77.03,198
HURTO,-12.09,-77.02,74
HURTO,-12.09,-77.01,38
HURTO,-12.09,-77.0,12
HURTO,-12.09,-76.99,12
HURTO,-12.09,-76.98,7
HURTO,-12.09,-76.97,2
HURTO,-12.09,-76.95,9
HURTO,-12.09,-76.93,1
HURTO,-12.09,-76.92,1
HURTO,-12.09,-76.91,3
HURTO,-12.09,-76.9,4
HURTO,-12.09,-76.89,3
HURTO,-12.09,-76.88,2
HURTO,-12.09,-76.27,3
HURTO,-12.09,-75.54,1
HURTO,-12.09,-75.32,1
HURTO,-12.09,-75.23,1
HURTO,-12.09,-75.22,2
HURTO,-12.09,-75.21,19
HURTO,-12.09,-75.2,12
HURTO,-12.09,-75.19,2
HURTO,-12.08,-77.11,6
HURTO,-12.08,-77.1,9
HURTO,-12.08,-77.09,31
HURTO,-12.08,-77.08,40
HURTO,-12.08,-77.07,7
HURTO,-12.08,-77.06,40
HURTO,-12.08,-77.05,108
HURTO,-12.08,-77.04,89
HURTO,-12.08,-77.03,795
HURTO,-12.08,-77.02,14
HURTO,-12.08,-77.01,48
HURTO,-12.08,-77.0,23
HURTO,-12.08,-76.99,44
HURTO,-12.08,-76.98,44
HURTO,-12.08,-76.97,5
HURTO,-12.08,-76.96,2
HURTO,-12.08,-76.95,3
HURTO,-12.08,-76.94,2
HURTO,-12.08,-76.93,9
HURTO,-12.08,-76.92,5
HURTO,-12.08,-76.9,2
HURTO,-12.08,-76.88,1
HURTO,-12.08,-75.57,2
HURTO,-12.08,-75.35,11
HURTO,-12.08,-75.32,4
HURTO,-12.08,-75.29,1
HURTO,-12.08,-75.25,18
HURTO,-12.08,-75.24,2
HURTO,-12.08,-75.22,7
HURTO,-12.08,-75.21,15
HURTO,-12.08,-75.2,18
HURTO,-12.08,-75.19,159
HURTO,-12.07,-77.17,1
HURTO,-12.07,-77.16,15
HURTO,-12.07,-77.15,1
HURTO,-12.07,-77.14,2
HURTO,-12.07,-77.13,113
HURTO,-12.07,-77.12,37
HURTO,-12.07,-77.11,22
HURTO,-12.07,-77.1,20
HURTO,-12.07,-77.09,12
HURTO,-12.07,-77.08,14
HURTO,-12.07,-77.07,442
HURTO,-12.07,-77.06,20
HURTO,-12.07,-77.05,179
HURTO,-12.07,-77.04,786
HURTO,-12.07,-77.03,18
HURTO,-12.07,-77.02,32
HURTO,-12.07,-77.01,158
HURTO,-12.07,-77.0,21
HURTO,-12.07,-76.99,534
HURTO,-12.07,-76.98,2510
HURTO,-12.07,-76.97,12
HURTO,-12.07,-76.96,4
HURTO,-12.07,-76.95,1196
HURTO,-12.07,-76.94,3
HURTO,-12.07,-75.29,71
HURTO,-12.07,-75.28,1
HURTO,-12.07,-75.24,3
HURTO,-12.07,-75.23,1
HURTO,-12.07,-75.22,4
HURTO,-12.07,-75.21,341
HURTO,-12.07,-75.2,9
HURTO,-12.07,-75.19,1
HURTO,-12.06,-77.15,4
HURTO,-12.06,-77.14,9
HURTO,-12.06,-77.13,21
HURTO,-12.06,-77.12,16
HURTO,-12.06,-77.11,289
HURTO,-12.06,-77.1,20
HURTO,-12.06,-77.09,4
HURTO,-12.06,-77.08,6459
HURTO,-12.06,-77.07,37
HURTO,-12.06,-77.06,83
HURTO,-12.06,-77.05,1076
HURTO,-12.06,-77.04,91
HURTO,-12.06,-77.03,24
HURTO,-12.06,-77.02,35
HURTO,-12.06,-77.01,2145
HURTO,-12.06,-77.0,13
HURTO,-12.06,-76.99,2
HURTO,-12.06,-76.98,20
HURTO,-12.06,-76.97,41
HURTO,-12.06,-76.96,24
HURTO,-12.06,-76.95,4
HURTO,-12.06,-76.94,4
HURTO,-12.06,-75.36,1
HURTO,-12.06,-75.29,23
HURTO,-12.06,-75.28,3
HURTO,-12.06,-75.27,1
HURTO,-12.06,-75.25,3
HURTO,-12.06,-75.23,5
HURTO,-12.06,-75.22,388
HURTO,-12.06,-75.21,14
HURTO,-12.06,-75.2,9
HURTO,-12.06,-75.19,2
HURTO,-12.06,-74.53,1
HURTO,-12.05,-77.14,1
HURTO,-12.05,-77.13,19
HURTO,-12.05,-77.12,7
HURTO,-12.05,-77.11,11
HURTO,-12.05,-77.1,27
HURTO,-12.05,-77.09,1966
HURTO,-12.05,-77.08,18
HURTO,-12.05,-77.07,36
HURTO,-12.05,-77.06,86
HURTO,-12.05,-77.05,49
HURTO,-12.05,-77.04,128
HURTO,-12.05,-77.03,95
HURTO,-12.05,-77.02,42
HURTO,-12.05,-77.01,11
HURTO,-12.05,-77.0,826
HURTO,-12.05,-76.99,1
HURTO,-12.05,-76.98,28
HURTO,-12.05,-76.97,35
HURTO,-12.05,-76.96,45
HURTO,-12.05,-76.95,11
HURTO,-12.05,-76.94,5
HURTO,-12.05,-76.37,1
HURTO,-12.05,-75.3,2
HURTO,-12.05,-75.28,1
HURTO,-12.05,-75.27,2
HURTO,-12.05,-75.26,3
HURTO,-12.05,-75.25,61
HURTO,-12.05,-75.24,1
HURTO,-12.05,-75.23,13
HURTO,-12.05,-75.22,14
HURTO,-12.05,-75.21,4
HURTO,-12.05,-75.2,12
HURTO,-12.05,-75.19,4
HURTO,-12.04,-77.14,1
HURTO,-12.04,-77.13,2
HURTO,-12.04,-77.12,16
HURTO,-12.04,-77.11,4
HURTO,-12.04,-77.1,29
HURTO,-12.04,-77.09,77
HURTO,-12.04,-77.08,15
HURTO,-12.04,-77.07,5
HURTO,-12.04,-77.06,6
HURTO,-12.04,-77.05,21
HURTO,-12.04,-77.04,26
HURTO,-12.04,-77.03,9
HURTO,-12.04,-77.02,55
HURTO,-12.04,-77.01,9
HURTO,-12.04,-77.0,8
HURTO,-12.04,-76.99,12
HURTO,-12.04,-76.98,9
HURTO,-12.04,-76.97,2266
HURTO,-12.04,-76.96,24
HURTO,-12.04,-76.95,15
HURTO,-12.04,-76.94,3
HURTO,-12.04,-76.93,6
HURTO,-12.04,-76.92,2
HURTO,-12.04,-76.88,1
HURTO,-12.04,-75.36,1
HURTO,-12.04,-75.34,5
HURTO,-12.04,-75.28,1
HURTO,-12.04,-75.26,1
HURTO,-12.04,-75.25,4
HURTO,-12.04,-75.23,3
HURTO,-12.04,-75.22,1
HURTO,-12.04,-75.21,2
HURTO,-12.04,-75.2,1
HURTO,-12.04,-75.19,3
HURTO,-12.03,-77.12,3
HURTO,-12.03,-77.1,9
HURTO,-12.03,-77.09,42
HURTO,-12.03,-77.08,35
HURTO,-12.03,-77.07,2647
HURTO,-12.03,-77.06,21
HURTO,-12.03,-77.05,13
HURTO,-12.03,-77.04,3
HURTO,-12.03,-77.03,1081
HURTO,-12.03,-77.02,4386
HURTO,-12.03,-77.01,12
HURTO,-12.03,-77.0,23
HURTO,-12.03,-76.99,9
HURTO,-12.03,-76.98,3
HURTO,-12.03,-76.96,7
HURTO,-12.03,-76.95,12
HURTO,-12.03,-76.94,3
HURTO,-12.03,-76.93,2
HURTO,-12.03,-76.92,4
HURTO,-12.03,-76.91,1
HURTO,-12.03,-76.9,1
HURTO,-12.03,-76.82,2
HURTO,-12.03,-75.34,1
HURTO,-12.03,-75.3,27
HURTO,-12.03,-75.27,1
HURTO,-12.03,-75.24,3
HURTO,-12.03,-75.23,3
HURTO,-12.03,-75.22,1
HURTO,-12.03,-75.2,1
HURTO,-12.03,-75.19,3
HURTO,-12.03,-69.03,19
HURTO,-12.02,-77.14,2
HURTO,-12.02,-77.13,3
HURTO,-12.02,-77.12,12
HURTO,-12.02,-77.11,50
HURTO,-12.02,-77.1,12
HURTO,-12.02,-77.09,19
HURTO,-12.02,-77.08,5
HURTO,-12.02,-77.07,4
HURTO,-12.02,-77.06,6
HURTO,-12.02,-77.05,4
HURTO,-12.02,-77.04,1
HURTO,-12.02,-77.03,1
HURTO,-12.02,-77.01,3
HURTO,-12.02,-77.0,29
HURTO,-12.02,-76.99,13
HURTO,-12.02,-76.98,4
HURTO,-12.02,-76.97,8
HURTO,-12.02,-76.96,5
HURTO,-12.02,-76.95,4
HURTO,-12.02,-76.94,1
HURTO,-12.02,-76.93,2
HURTO,-12.02,-76.92,2
HURTO,-12.02,-76.91,4
HURTO,-12.02,-76.9,5
HURTO,-12.02,-76.89,26
HURTO,-12.02,-76.88,7
HURTO,-12.02,-76.82,2
HURTO,-12.02,-76.39,1
HURTO,-12.02,-75.43,1
HURTO,-12.02,-75.28,4
HURTO,-12.02,-75.27,2
HURTO,-12.02,-75.24,3
HURTO,-12.02,-75.23,1
HURTO,-12.02,-75.18,1
HURTO,-12.01,-77.1,3
HURTO,-12.01,-77.09,7
HURTO,-12.01,-77.08,7
HURTO,-12.01,-77.07,6
HURTO,-12.01,-77.06,25
HURTO,-12.01,-77.05,1351
HURTO,-12.01,-77.04,1
HURTO,-12.01,-77.03,1
HURTO,-12.01,-77.01,10
HURTO,-12.01,-77.0,5
HURTO,-12.01,-76.99,1
HURTO,-12.01,-76.98,4
HURTO,-12.01,-76.96,2
HURTO,-12.01,-76.95,6
HURTO,-12.01,-76.94,950
HURTO,-12.01,-76.93,5
HURTO,-12.01,-76.92,3
HURTO,-12.01,-76.91,10
HURTO,-12.01,-76.9,12
HURTO,-12.01,-76.89,1
HURTO,-12.01,-76.88,3
HURTO,-12.01,-76.83,2
HURTO,-12.01,-75.35,1
HURTO,-12.01,-75.34,1
HURTO,-12.01,-75.28,2
HURTO,-12.01,-75.25,2
HURTO,-12.01,-75.24,3
HURTO,-12.0,-77.14,1
HURTO,-12.0,-77.13,2
HURTO,-12.0,-77.12,4
HURTO,-12.0,-77.11,5
HURTO,-12.0,-77.1,3
HURTO,-12.0,-77.09,3
HURTO,-12.0,-77.07,3
HURTO,-12.0,-77.06,19
HURTO,-12.0,-77.05,7
HURTO,-12.0,-77.01,12
HURTO,-12.0,-77.0,11
HURTO,-12.0,-76.93,3
HURTO,-12.0,-76.92,2
HURTO,-12.0,-76.91,4
HURTO,-12.0,-76.9,2
HURTO,-12.0,-76.89,2
HURTO,-12.0,-76.88,2
HURTO,-12.0,-76.87,4
HURTO,-12.0,-76.86,1
HURTO,-12.0,-76.85,3
HURTO,-12.0,-76.84,1
HURTO,-12.0,-75.26,11
HURTO,-12.0,-75.25,6
HURTO,-12.0,-75.24,2
HURTO,-11.99,-77.13,8
HURTO,-11.99,-77.12,10
HURTO,-11.99,-77.11,8
HURTO,-11.99,-77.1,2
HURTO,-11.99,-77.09,4
HURTO,-11.99,-77.08,6
HURTO,-11.99,-77.07,13
HURTO,-11.99,-77.06,31
HURTO,-11.99,-77.05,2
HURTO,-11.99,-77.02,3
HURTO,-11.99,-77.01,6
HURTO,-11.99,-77.0,1
HURTO,-11.99,-76.96,1
HURTO,-11.99,-76.95,1
HURTO,-11.99,-76.94,5
HURTO,-11.99,-76.93,2
HURTO,-11.99,-76.92,1
HURTO,-11.99,-76.87,1
HURTO,-11.99,-76.85,1
HURTO,-11.99,-76.74,369
HURTO,-11.99,-75.26,7
HURTO,-11.99,-75.25,5
HURTO,-11.99,-75.24,3
HURTO,-11.99,-75.23,2
HURTO,-11.99,-75.21,1
HURTO,-11.98,-77.13,13
HURTO,-11.98,-77.12,11
HURTO,-11.98,-77.11,4
HURTO,-11.98,-77.1,6
HURTO,-11.98,-77.09,3
HURTO,-11.98,-77.08,2
HURTO,-11.98,-77.06,21
HURTO,-11.98,-77.05,10
HURTO,-11.98,-77.04,4
HURTO,-11.98,-77.03,1
HURTO,-11.98,-77.01,5
HURTO,-11.98,-77.0,5
HURTO,-11.98,-76.99,3
HURTO,-11.98,-76.95,3
HURTO,-11.98,-76.94,5
HURTO,-11.98,-76.93,4
HURTO,-11.98,-76.91,3
HURTO,-11.98,-76.89,1
HURTO,-11.98,-76.77,1
HURTO,-11.98,-75.33,9
HURTO,-11.98,-75.3,1
HURTO,-11.98,-75.26,4
HURTO,-11.98,-75.25,2
HURTO,-11.97,-77.13,1
HURTO,-11.97,-77.12,7
HURTO,-11.97,-77.11,2
HURTO,-11.97,-77.1,2
HURTO,-11.97,-77.09,2
HURTO,-11.97,-77.08,2015
HURTO,-11.97,-77.07,6
HURTO,-11.97,-77.05,3
HURTO,-11.97,-77.01,4
HURTO,-11.97,-77.0,12
HURTO,-11.97,-76.99,3
HURTO,-11.97,-76.94,3
HURTO,-11.97,-76.9,1
HURTO,-11.97,-76.89,1
HURTO,-11.97,-76.88,2
HURTO,-11.97,-75.31,7
HURTO,-11.97,-75.3,1
HURTO,-11.97,-75.27,2
HURTO,-11.97,-75.26,2
HURTO,-11.97,-75.25,1
HURTO,-11.97,-75.24,7
HURTO,-11.96,-77.13,1
HURTO,-11.96,-77.11,1
HURTO,-11.96,-77.1,2
HURTO,-11.96,-77.09,1
HURTO,-11.96,-77.08,6
HURTO,-11.96,-77.07,5
HURTO,-11.96,-77.06,1932
HURTO,-11.96,-77.05,2
HURTO,-11.96,-77.0,2
HURTO,-11.96,-76.99,26
HURTO,-11.96,-76.98,1
HURTO,-11.96,-76.94,1
HURTO,-11.96,-76.33,2
HURTO,-11.96,-75.37,1
HURTO,-11.96,-75.31,4
HURTO,-11.96,-75.28,2
HURTO,-11.96,-75.27,1
HURTO,-11.96,-75.25,2
HURTO,-11.95,-77.09,1
HURTO,-11.95,-77.08,1
HURTO,-11.95,-77.07,3
HURTO,-11.95,-77.06,26
HURTO,-11.95,-77.05,6
HURTO,-11.95,-76.99,11
HURTO,-11.95,-76.98,7
HURTO,-11.95,-76.97,2
HURTO,-11.95,-76.72,1
HURTO,-11.95,-76.71,1
HURTO,-11.95,-75.33,1
HURTO,-11.95,-75.29,8
HURTO,-11.95,-75.28,5
HURTO,-11.95,-75.26,2
HURTO,-11.95,-75.25,5
HURTO,-11.94,-77.08,3
HURTO,-11.94,-77.07,4
HURTO,-11.94,-77.06,18
HURTO,-11.94,-77.05,8
HURTO,-11.94,-77.04,2
HURTO,-11.94,-77.03,1
HURTO,-11.94,-77.0,2
HURTO,-11.94,-76.99,4
HURTO,-11.94,-76.98,3
HURTO,-11.94,-76.97,2
HURTO,-11.94,-76.95,1
HURTO,-11.94,-76.71,1
HURTO,-11.94,-76.7,11
HURTO,-11.94,-76.69,2
HURTO,-11.94,-76.64,7
HURTO,-11.94,-76.63,2
HURTO,-11.94,-76.51,1
HURTO,-11.94,-75.51,13
HURTO,-11.94,-75.34,2
HURTO,-11.94,-75.31,1
HURTO,-11.94,-75.3,1
HURTO,-11.94,-75.29,37
HURTO,-11.94,-75.26,3
HURTO,-11.93,-77.09,1
HURTO,-11.93,-77.08,1
HURTO,-11.93,-77.07,1
HURTO,-11.93,-77.06,5
HURTO,-11.93,-77.05,7
HURTO,-11.93,-76.99,2
HURTO,-11.93,-76.98,1
HURTO,-11.93,-76.97,1
HURTO,-11.93,-76.96,3
HURTO,-11.93,-76.72,1
HURTO,-11.93,-76.69,5
HURTO,-11.93,-76.67,1
HURTO,-11.93,-76.66,4
HURTO,-11.93,-76.65,2
HURTO,-11.93,-76.56,4
HURTO,-11.93,-75.35,3
HURTO,-11.93,-75.34,1
HURTO,-11.93,-75.31,1
HURTO,-11.92,-77.07,1
HURTO,-11.92,-77.06,1
HURTO,-11.92,-77.05,3
HURTO,-11.92,-77.04,5
HURTO,-11.92,-77.03,2
HURTO,-11.92,-76.97,1
HURTO,-11.92,-76.96,1
HURTO,-11.92,-76.95,1
HURTO,-11.92,-76.69,1
HURTO,-11.92,-76.68,1
HURTO,-11.92,-76.67,4
HURTO,-11.92,-76.66,4
HURTO,-11.92,-75.33,46
HURTO,-11.92,-75.32,13
HURTO,-11.92,-75.31,18
HURTO,-11.91,-77.08,1
HURTO,-11.91,-77.05,1
HURTO,-11.91,-77.04,9
HURTO,-11.91,-77.03,1
HURTO,-11.91,-77.02,43
HURTO,-11.91,-77.01,2
HURTO,-11.91,-76.96,1
HURTO,-11.91,-76.95,1
HURTO,-11.91,-76.6,1
HURTO,-11.91,-76.53,1
HURTO,-11.91,-76.5,4
HURTO,-11.91,-75.8,3
HURTO,-11.91,-75.36,2
HURTO,-11.91,-75.33,1
HURTO,-11.91,-75.32,3
HURTO,-11.91,-75.31,1
HURTO,-11.9,-77.13,1
HURTO,-11.9,-77.07,4
HURTO,-11.9,-77.05,1
HURTO,-11.9,-77.04,3
HURTO,-11.9,-76.96,1
HURTO,-11.9,-76.67,1
HURTO,-11.9,-76.66,1
HURTO,-11.9,-75.34,2
HURTO,-11.9,-75.33,3
HURTO,-11.9,-75.31,1
HURTO,-11.9,-74.31,24
HURTO,-11.9,-69.08,1
HURTO,-11.89,-77.13,1
HURTO,-11.89,-77.04,1
HURTO,-11.89,-77.02,1
HURTO,-11.89,-75.39,2
HURTO,-11.89,-75.35,2
HURTO,-11.89,-75.34,2
HURTO,-11.89,-75.31,1
HURTO,-11.89,-75.27,1
HURTO,-11.89,-72.58,5
HURTO,-11.88,-77.13,1
HURTO,-11.88,-77.11,1
HURTO,-11.88,-77.08,1
HURTO,-11.88,-77.07,2
HURTO,-11.88,-77.06,3
HURTO,-11.88,-77.03,1
HURTO,-11.88,-77.02,8
HURTO,-11.88,-77.0,1
HURTO,-11.88,-76.45,3
